vendor_id,vendor_name,industry,location,contact_person,quality_score,delivery_score,price_competitiveness,financial_rating,compliance_score,past_disputes,years_in_business,number_of_employees,annual_turnover_cr,certifications,payment_terms,registration_date,last_evaluation_date,blacklisted,overall_score,risk_category
VEN01114,Hubli-Dharwad Holdings Limited,Foundation Engineering,Varanasi,Sanjay Joshi,60.03,48.2,45.01,59.37,59.83,12,23,25,1.84,None,"Advance 20%, Balance 80%",2003-12-03,2025-06-24,No,51.6475,High Risk
VEN01115,Beta Exports 196 LLP,Fire Safety,Madurai,Nitin Mishra,85.28,90.04,90.46,91.64,88.74,0,4,761,198.17,"ISO 9001, ISO 14001, OHSAS 18001",Net 45 days,2023-06-21,2025-11-22,No,84.536,Medium Risk
VEN01116,Beta Corporation Limited,Water Treatment,Rourkela,Sanjay Agarwal,82.72,83.49,94.22,87.11,80.19,0,10,230,188.86,"ISO 9001, OHSAS 18001",Progress Payment,2024-10-15,2025-09-21,No,80.96149999999999,Medium Risk
VEN01117,Om Meerut Developers Inc,Water Treatment,Jalandhar,Sandeep Rao,74.2,66.19,57.0,56.26,68.29,9,20,134,58.4,None,Progress Payment,2006-05-05,2025-09-27,No,61.3835,High Risk
VEN01118,Excellence Ajmer Suppliers & Sons,Gas Distribution,Tiruppur,Dinesh Joshi,86.59,74.02,85.8,77.33,85.98,5,28,975,479.2,ISO 9001,Net 60 days,2016-02-29,2025-10-01,No,77.4345,Medium Risk
VEN01119,Zenith Traders & Partners,Aerospace Engineering,Rajkot,Sandeep Nair,66.04,75.32,69.0,71.04,59.92,9,8,46,55.81,None,Net 30 days,2019-08-31,2025-08-24,No,64.67,High Risk
VEN01120,Nellore Imports Private Limited,Civil Engineering,Jodhpur,Rohan Mishra,78.91,63.53,62.5,60.8,76.09,7,3,160,41.23,"ISO 9001, ISO 14001",Net 90 days,2023-07-06,2025-05-23,No,65.03200000000001,High Risk
VEN01121,Coimbatore Contractors & Associates,Interior Design,Guntur,Ashok Shankar,80.6,77.87,77.43,79.12,83.46,3,9,176,20.34,None,Net 30 days,2025-10-16,2025-09-17,No,75.5315,Medium Risk
VEN01122,Nexus Systems Inc,Marine Engineering,Jaipur,Dinesh Singh,91.09,88.37,83.87,91.91,88.97,1,27,1251,141.53,ISO 9001,Letter of Credit,2020-03-05,2025-02-09,No,84.70450000000001,Medium Risk
VEN01123,Bhilai Developers & Co,Carpentry & Woodwork,Loni,Vijay Mehta,53.43,69.64,63.09,69.79,65.38,8,23,67,20.49,None,Net 90 days,2017-06-23,2025-05-10,No,60.114,High Risk
VEN01124,Universal Consultants 424 & Associates,Plumbing & Sanitation,Moradabad,Anil Kumar,77.69,75.24,74.17,86.59,71.9,1,5,194,72.91,ISO 14001,Net 45 days,2022-11-20,2025-11-18,No,73.649,High Risk
VEN01125,Vertex Holdings 500 LLP,Foundation Engineering,Kota,Amit Singh,74.49,75.73,78.2,86.36,75.26,2,1,1363,123.89,None,Net 60 days,2025-06-12,2025-11-06,No,73.95950000000002,High Risk
VEN01126,Paramount Ventures & Co,Agricultural Machinery,Solapur,Vikram Singh,68.48,61.04,54.78,65.14,68.46,8,29,176,67.03,None,Net 45 days,2009-12-20,2025-02-13,No,60.442,High Risk
VEN01127,Saharanpur Creations & Partners,Industrial Automation,Solapur,Ashok Patel,71.09,81.36,80.31,80.66,72.8,1,24,105,40.89,ISO 14001,Net 60 days,2016-08-05,2025-07-23,No,73.093,High Risk
VEN01128,Omega Tiruchirappalli Corporation Ltd,Cement & Concrete,Nashik,Sanjay Chopra,92.1,92.02,92.22,93.3,93.47,2,23,271,218.21,"ISO 9001, ISO 14001",Net 60 days,2009-11-24,2025-10-22,No,87.8425,Low Risk
VEN01129,Beta Group & Partners,Mechanical Engineering,Gwalior,Ravi Patel,81.27,85.97,81.2,83.69,87.04,3,4,1152,137.44,"ISO 9001, ISO 14001",Net 30 days,2023-02-14,2025-11-12,No,79.33549999999998,Medium Risk
VEN01130,Global Infrastructure & Co,Electrical Works,Lucknow,Pankaj Patel,43.15,45.59,36.85,35.25,51.96,20,26,40,2.47,None,"Advance 20%, Balance 80%",2005-06-24,2025-10-20,No,39.277,High Risk
VEN01131,Atlas Group & Sons,Aerospace Engineering,Visakhapatnam,Ajay Khanna,66.65,72.45,58.55,64.25,67.26,5,8,38,43.51,None,Progress Payment,2022-12-26,2025-09-08,No,62.624,High Risk
VEN01132,Delhi Developers Pvt Ltd,Civil Engineering,Pune,Naveen Mehta,98.91,97.94,100.0,100.0,100.0,0,22,768,461.98,None,Net 90 days,2019-06-14,2025-09-21,No,94.3155,Low Risk
VEN01133,Sigma Builders Private Limited,Electrical Works,Dhanbad,Pankaj Tiwari,53.89,69.18,60.47,56.98,68.96,10,5,52,22.21,None,Net 30 days,2025-03-04,2025-07-19,No,57.61900000000001,High Risk
VEN01134,Pinnacle Durgapur Industries Ltd,Steel & Metal Fabrication,Loni,Naveen Sharma,69.4,84.33,80.78,81.08,82.56,0,25,73,33.04,None,Net 45 days,2015-11-28,2025-02-17,No,74.93299999999999,High Risk
VEN01135,Gulbarga Solutions & Sons,Industrial Automation,Nashik,Sachin Singh,66.88,57.3,68.86,60.45,57.88,4,7,97,26.71,None,Letter of Credit,2021-06-15,2025-07-09,No,59.081,High Risk
VEN01136,Titan Jalandhar Ventures Pvt Ltd,Waste Management,Agra,Ashok Chopra,61.36,70.92,70.61,67.68,63.14,8,25,136,67.3,None,Net 60 days,2004-09-11,2025-01-22,No,62.722500000000004,High Risk
VEN01137,Elite Kolhapur Corporation LLP,Mechanical Engineering,Kota,Vishal Patel,75.62,84.84,75.42,74.81,83.04,2,16,119,96.44,ISO 9001,"Advance 20%, Balance 80%",2011-08-05,2025-03-22,No,74.50400000000002,High Risk
VEN01138,Matrix Contractors Private Limited,Paints & Coatings,Guwahati,Sanjay Malhotra,81.08,79.76,82.21,91.02,79.48,3,14,1573,193.0,None,Letter of Credit,2012-12-01,2025-05-14,No,78.52949999999998,Medium Risk
VEN01139,Momentum Aurangabad Industries & Co,Wind Energy,Meerut,Sachin Iyer,33.34,42.26,34.62,41.85,46.34,18,7,45,11.39,None,Net 45 days,2023-06-03,2025-06-26,No,36.401,High Risk
VEN01140,Matrix Firozabad Engineering Inc,Food Processing,Malegaon,Gaurav Malhotra,66.06,58.23,61.13,56.29,59.77,5,20,175,77.68,None,Net 30 days,2008-11-30,2025-03-04,No,57.304,High Risk
VEN01141,National Projects LLP,Wind Energy,Bikaner,Manoj Singh,88.44,89.06,79.36,81.86,85.9,0,16,367,220.79,"ISO 9001, OHSAS 18001","Advance 20%, Balance 80%",2025-11-05,2025-10-21,No,81.083,Medium Risk
VEN01142,Sigma Holdings Pvt Ltd,Mining Equipment,Pimpri-Chinchwad,Sachin Tiwari,72.02,71.87,74.48,82.45,79.39,2,26,133,45.72,None,"Advance 20%, Balance 80%",2013-06-20,2025-09-26,No,71.8495,High Risk
VEN01143,Hubli-Dharwad Imports & Co,Railway Infrastructure,Raipur,Vishal Mehta,34.25,34.96,53.97,52.29,45.76,14,1,18,8.51,None,Letter of Credit,2025-02-18,2025-07-27,No,40.27199999999999,High Risk
VEN01144,Pegasus Enterprises Ltd,Electrical Works,Gulbarga,Ankit Mishra,55.27,43.78,51.49,65.4,42.27,22,8,18,7.24,None,Net 90 days,2019-03-18,2025-10-13,No,48.61750000000001,High Risk
VEN01145,Supreme Projects Limited,Scaffolding,Hyderabad,Sandeep Shankar,65.49,68.08,54.13,68.54,57.35,5,9,89,29.39,None,Progress Payment,2018-06-21,2025-05-08,No,60.1685,High Risk
VEN01146,Jhansi Suppliers Inc,Steel & Metal Fabrication,Nagpur,Dinesh Sharma,71.46,59.41,58.88,59.06,66.32,5,2,38,99.46,None,Net 90 days,2024-05-30,2025-10-23,No,60.089000000000006,High Risk
VEN01147,City Systems Limited,Petroleum Infrastructure,Ujjain,Manoj Kumar,97.11,89.73,97.23,89.62,93.73,1,28,954,466.62,"ISO 9001, ISO 14001",Net 30 days,2022-09-10,2025-01-25,No,88.7415,Low Risk
VEN01148,Howrah Industries Private Limited,Food Processing,Udaipur,Prakash Joshi,66.98,71.47,78.16,80.33,64.59,1,3,128,15.52,None,Net 30 days,2023-04-04,2025-02-22,No,68.4675,High Risk
VEN01149,Stellar Enterprises 392 LLP,Paints & Coatings,Ahmedabad,Manoj Rao,65.42,53.11,61.29,55.45,54.09,3,19,194,37.85,None,Net 60 days,2007-08-13,2025-11-30,No,55.22400000000001,High Risk
VEN01150,Pegasus Logistics Pvt Ltd,Carpentry & Woodwork,Noida,Manoj Reddy,91.66,94.84,89.32,87.69,91.17,2,3,1682,468.25,OHSAS 18001,Net 60 days,2023-11-15,2025-04-01,No,86.3945,Low Risk
VEN01151,Apex Consultants Private Limited,HVAC Systems,Lucknow,Suresh Sinha,77.38,91.38,77.56,84.85,80.19,1,21,410,103.54,None,Net 60 days,2010-01-05,2025-08-09,No,78.20349999999999,Medium Risk
VEN01152,Jodhpur Builders & Associates,Marine Engineering,Asansol,Gaurav Pandey,76.7,80.96,73.32,83.9,70.74,5,16,99,90.41,ISO 14001,Letter of Credit,2019-08-04,2025-04-03,No,73.506,High Risk
VEN01153,Dynamic Associates Limited,Waterproofing,Cuttack,Ramesh Agarwal,71.26,74.83,72.87,82.38,74.7,0,1,114,19.54,ISO 14001,Net 60 days,2025-06-17,2025-05-01,No,71.39250000000001,High Risk
VEN01154,Zenith Projects 304 & Sons,Power Transmission,Patna,Naveen Khanna,54.33,59.29,66.42,58.44,58.55,6,13,22,52.88,None,Letter of Credit,2024-12-23,2025-10-27,No,55.574000000000005,High Risk
VEN01155,Universal Vasai-Virar Constructions & Associates,Paints & Coatings,Amravati,Ankit Verma,86.22,90.47,79.67,78.11,93.52,1,14,1208,319.78,"ISO 9001, ISO 14001, OHSAS 18001","Advance 20%, Balance 80%",2023-09-09,2025-04-04,No,81.19949999999999,Medium Risk
VEN01156,Mumbai Corporation & Associates,Scaffolding,Ludhiana,Prakash Agarwal,69.11,64.9,54.5,54.56,54.67,4,18,59,35.55,None,Net 60 days,2013-11-30,2025-07-19,No,57.34499999999999,High Risk
VEN01157,Jamshedpur Technologies & Sons,IT Infrastructure,Rourkela,Mukesh Sharma,93.19,91.47,90.45,93.95,88.2,0,23,336,471.21,"ISO 9001, OHSAS 18001",Letter of Credit,2011-11-01,2025-08-31,No,87.179,Low Risk
VEN01158,Royal Solutions Inc,Steel & Metal Fabrication,Mumbai,Gaurav Reddy,87.44,92.11,85.71,77.46,88.95,4,8,159,107.43,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2025-09-02,2025-07-08,No,81.773,Medium Risk
VEN01159,Dynamic Jodhpur Services & Co,Railway Infrastructure,Jaipur,Ajay Gupta,75.28,75.74,62.4,66.54,65.35,9,10,180,21.6,None,Progress Payment,2024-12-25,2025-01-14,No,65.9885,High Risk
VEN01160,Bangalore Developers LLP,Marine Engineering,Gaya,Nitin Iyer,36.94,16.37,45.49,29.57,33.18,8,22,14,2.85,None,Progress Payment,2007-06-17,2025-01-25,No,29.823500000000003,High Risk
VEN01161,Metro Platforms 413 LLP,Petroleum Infrastructure,Asansol,Rajesh Rao,76.89,76.04,73.42,69.58,63.86,2,18,91,26.79,ISO 9001,Net 90 days,2025-12-03,2025-05-08,No,68.8385,High Risk
VEN01162,Fusion Contractors & Sons,Food Processing,Vadodara,Gaurav Kumar,83.41,83.92,81.04,84.43,81.56,1,29,188,87.35,ISO 9001,"Advance 20%, Balance 80%",2015-12-13,2025-05-08,No,78.8625,Medium Risk
VEN01163,Star Systems Inc,IT Infrastructure,Ahmedabad,Deepak Nair,71.77,74.95,73.66,77.11,77.53,3,10,88,37.12,ISO 14001,Letter of Credit,2020-05-05,2025-09-07,No,70.88300000000001,High Risk
VEN01164,Gamma Contractors Ltd,IT Infrastructure,Srinagar,Arjun Joshi,71.3,71.73,72.5,82.57,76.15,5,11,107,32.19,ISO 14001,"Advance 20%, Balance 80%",2019-03-16,2025-10-14,No,70.7325,High Risk
VEN01165,Sun Salem Contractors Limited,Power Transmission,Hyderabad,Sachin Verma,65.46,61.13,61.17,66.93,62.67,5,8,188,23.0,None,Net 60 days,2022-02-23,2025-02-04,No,60.303000000000004,High Risk
VEN01166,Vasai-Virar Logistics Private Limited,Interior Design,Vijayawada,Deepak Agarwal,67.97,80.9,77.33,73.92,82.12,5,20,173,18.16,None,"Advance 20%, Balance 80%",2015-01-19,2025-07-10,No,71.624,High Risk
VEN01167,Visakhapatnam Constructions & Co,Paints & Coatings,Kanpur,Ankit Khanna,78.87,67.95,65.58,64.29,68.89,4,7,141,87.26,ISO 9001,Letter of Credit,2021-06-30,2025-08-17,No,66.13600000000001,High Risk
VEN01168,Precision Chennai Technologies Private Limited,Heavy Equipment,Varanasi,Kiran Agarwal,99.69,93.9,92.17,90.77,91.27,2,2,317,309.4,"ISO 9001, OHSAS 18001",Net 30 days,2024-07-25,2025-02-02,No,89.27250000000001,Low Risk
VEN01169,Shree Builders Pvt Ltd,Construction & Infrastructure,Nashik,Ajay Desai,94.88,90.23,93.64,89.27,91.38,2,24,854,209.25,ISO 9001,Net 60 days,2019-07-17,2025-08-14,No,87.273,Low Risk
VEN01170,Velocity Kalyan-Dombivali Industries LLP,Power Transmission,Lucknow,Sachin Sinha,72.15,71.88,62.21,64.05,65.34,6,27,82,49.95,None,Letter of Credit,2020-08-19,2025-01-28,No,64.056,High Risk
VEN01171,Apex Siliguri Consultants Private Limited,Dam Engineering,Lucknow,Mohit Iyer,79.74,73.82,75.72,80.42,87.23,3,3,356,61.93,"ISO 9001, ISO 14001",Net 30 days,2024-02-20,2025-04-08,No,75.07549999999999,Medium Risk
VEN01172,Pegasus Infrastructure Limited,Port Development,Visakhapatnam,Vijay Patel,67.99,69.07,64.31,63.2,71.99,8,7,105,32.15,None,Net 60 days,2020-06-26,2025-10-06,No,63.4965,High Risk
VEN01173,Jaipur Logistics Ltd,Security Systems,Solapur,Dinesh Sinha,74.03,57.47,61.52,58.84,62.03,2,2,27,94.51,None,Letter of Credit,2025-04-02,2025-04-20,No,60.202,High Risk
VEN01174,Nellore Traders Inc,Aerospace Engineering,Nellore,Arjun Malhotra,53.89,59.77,63.01,63.55,68.05,8,20,73,21.41,None,Net 60 days,2015-03-15,2025-03-09,No,57.395500000000006,High Risk
VEN01175,Delta Creations Inc,Tile & Marble,Meerut,Abhishek Desai,83.77,82.33,82.71,70.23,69.51,2,22,27,83.31,ISO 9001,Net 60 days,2022-04-08,2025-05-03,No,74.18750000000001,High Risk
VEN01176,Moradabad Associates LLP,Waterproofing,Guwahati,Anil Gupta,85.96,86.43,96.3,95.46,88.73,1,22,903,191.31,"ISO 9001, ISO 14001, OHSAS 18001","Advance 20%, Balance 80%",2020-02-07,2025-03-13,No,85.57249999999999,Low Risk
VEN01177,Stellar Tiruppur Solutions Ltd,Textile Machinery,Allahabad,Dinesh Mishra,73.59,78.69,73.72,84.02,77.94,4,14,103,44.48,ISO 14001,Net 30 days,2023-06-23,2025-09-26,No,73.4885,High Risk
VEN01178,Excellence Industries 729 & Partners,Telecommunication,Gorakhpur,Naveen Bhatia,58.91,56.79,56.08,47.23,58.49,13,28,13,2.39,None,Net 90 days,2000-02-14,2025-10-13,No,52.067,High Risk
VEN01179,Shree Nashik Industries LLP,Automotive Components,Howrah,Abhishek Khanna,80.7,75.98,76.6,62.12,80.21,3,24,165,51.73,ISO 9001,Progress Payment,2002-08-16,2025-07-12,No,71.1665,High Risk
VEN01180,Premier Constructions LLP,Plumbing & Sanitation,Varanasi,Deepak Patel,88.23,89.88,89.94,87.16,77.87,5,24,1903,120.23,ISO 14001,Progress Payment,2013-11-02,2025-06-29,No,82.387,Medium Risk
VEN01181,Delta Developers & Partners,Railway Infrastructure,Meerut,Ankit Sinha,82.78,84.64,77.29,72.18,70.77,1,29,58,12.44,ISO 9001,Net 60 days,2002-09-14,2025-07-12,No,74.218,High Risk
VEN01182,Hubli-Dharwad Imports & Co,HVAC Systems,Udaipur,Ravi Mehta,34.51,29.31,20.47,37.45,24.32,22,20,30,10.48,None,Net 90 days,2009-05-04,2025-01-16,No,27.598,High Risk
VEN01183,Moon Innovations & Co,Agricultural Machinery,Rourkela,Dinesh Desai,39.97,63.04,61.4,46.11,56.55,6,4,17,3.77,None,Letter of Credit,2022-06-14,2025-06-02,No,49.215,High Risk
VEN01184,Nova Platforms LLP,Mechanical Engineering,Guwahati,Vikram Sinha,46.48,66.19,51.62,47.25,52.9,10,23,49,18.0,None,Net 45 days,2023-03-31,2025-03-07,No,49.486000000000004,High Risk
VEN01185,City Suppliers Private Limited,Scaffolding,Ahmedabad,Dinesh Sharma,74.38,82.19,73.33,78.89,81.23,1,17,182,68.91,None,Net 60 days,2011-06-16,2025-08-19,No,73.94500000000001,High Risk
VEN01186,Sun Projects Inc,Building Materials,Kolkata,Rajesh Singh,45.44,44.57,40.45,57.99,48.63,13,2,10,19.28,None,Net 90 days,2024-03-26,2025-11-19,No,44.584,High Risk
VEN01187,Nexus Networks Limited,Waterproofing,Jamshedpur,Ravi Iyer,58.24,66.42,63.89,75.72,66.45,8,4,41,61.19,None,Net 60 days,2023-04-21,2025-05-25,No,62.139,High Risk
VEN01188,Ujjain Technologies Ltd,IT Infrastructure,Bareilly,Anil Iyer,62.43,49.66,65.17,46.65,46.22,16,21,39,2.27,None,Net 90 days,2018-02-20,2025-05-06,No,50.778,High Risk
VEN01189,Cuttack Projects LLP,Plumbing & Sanitation,Chandigarh,Vijay Malhotra,73.53,61.57,61.49,66.31,61.15,9,29,199,53.38,None,Progress Payment,2000-11-02,2025-11-16,No,61.9045,High Risk
VEN01190,Gamma Navi Mumbai Platforms & Associates,Dam Engineering,Tiruppur,Abhishek Bhatia,49.08,32.94,31.72,40.45,32.99,19,6,35,15.33,None,Letter of Credit,2021-02-11,2025-02-08,No,35.7045,High Risk
VEN01191,Dhanbad Engineering Private Limited,Tunnel Construction,Akola,Rohan Tiwari,54.82,62.66,71.17,60.83,71.67,2,26,159,52.04,None,Net 90 days,2025-08-05,2025-03-09,No,59.729000000000006,High Risk
VEN01192,Belgaum Imports Pvt Ltd,Pharmaceutical Infrastructure,Akola,Sumit Malhotra,63.35,69.69,69.51,69.13,74.95,0,4,148,36.32,None,"Advance 20%, Balance 80%",2022-01-19,2025-04-06,No,65.2705,High Risk
VEN01193,Apex Constructions Limited,Agricultural Machinery,Jalandhar,Manoj Gupta,100.0,96.06,95.21,100.0,98.16,2,2,814,382.49,"ISO 9001, ISO 14001, OHSAS 18001","Advance 20%, Balance 80%",2024-08-15,2025-10-21,No,93.11750000000002,Low Risk
VEN01194,Universal Creations Limited,Civil Engineering,Guntur,Rahul Shankar,81.14,81.92,87.85,82.05,76.19,4,24,1495,219.93,ISO 9001,"Advance 20%, Balance 80%",2014-01-02,2025-11-30,No,77.48499999999999,Medium Risk
VEN01195,Royal Ghaziabad Platforms & Co,Civil Engineering,Pimpri-Chinchwad,Sachin Pandey,61.93,56.75,66.64,55.29,54.51,3,25,86,31.95,None,Net 60 days,2025-05-05,2025-04-18,No,55.913000000000004,High Risk
VEN01196,Sigma Loni Services & Associates,Paints & Coatings,Pune,Sandeep Rao,77.8,90.49,81.23,87.89,77.51,0,13,1551,422.96,None,Net 90 days,2014-08-20,2025-11-22,No,78.93700000000001,Medium Risk
VEN01197,Omega Bhavnagar Fabricators LLP,Power Transmission,Loni,Ashok Khanna,60.08,61.4,44.24,47.01,51.54,11,12,36,17.99,None,"Advance 20%, Balance 80%",2021-09-29,2025-10-14,No,50.519000000000005,High Risk
VEN01198,Sigma Systems 394 Private Limited,Tile & Marble,Aurangabad,Ankit Sinha,84.28,83.97,71.34,74.29,86.05,3,23,55,83.56,ISO 9001,"Advance 20%, Balance 80%",2019-07-27,2025-07-03,No,76.1805,Medium Risk
VEN01199,Metro Durgapur Networks Ltd,IT Infrastructure,Belgaum,Abhishek Pandey,80.01,78.06,78.79,77.56,67.37,3,22,32,17.77,ISO 9001,Net 30 days,2017-06-25,2025-11-30,No,72.90050000000001,High Risk
VEN01200,Omega Traders & Sons,Construction & Infrastructure,Allahabad,Ravi Gupta,83.87,71.85,69.52,78.92,80.21,1,11,127,86.05,ISO 9001,Net 30 days,2017-12-11,2025-08-28,No,73.53099999999999,High Risk
VEN01201,Om Manufacturers Pvt Ltd,Automotive Components,Durgapur,Vikram Agarwal,59.56,67.11,60.52,58.31,77.05,10,2,64,57.41,ISO 14001,Net 60 days,2025-04-16,2025-06-20,No,60.1095,High Risk
VEN01202,Moon Holdings Limited,Civil Engineering,Gaya,Naveen Bhatia,63.31,77.17,72.83,71.37,67.05,3,8,126,45.45,None,"Advance 20%, Balance 80%",2019-12-14,2025-01-13,No,66.36749999999999,High Risk
VEN01203,Prime Industries & Associates,HVAC Systems,Noida,Anil Nair,58.17,63.15,65.9,67.99,62.9,2,28,27,18.32,None,Net 30 days,2016-01-21,2025-11-01,No,59.99049999999999,High Risk
VEN01204,Quantum Firozabad Technologies LLP,Glass & Glazing,Delhi,Gaurav Iyer,54.34,46.45,42.84,52.87,63.19,14,5,47,9.02,None,Progress Payment,2024-08-19,2025-04-10,No,48.653499999999994,High Risk
VEN01205,Orion Hyderabad Traders Private Limited,Marine Engineering,Tiruchirappalli,Abhishek Desai,87.28,86.79,93.05,81.14,87.63,0,14,1998,156.28,"ISO 9001, ISO 14001, OHSAS 18001",Progress Payment,2025-05-21,2025-10-25,No,82.50799999999998,Medium Risk
VEN01206,Excellence Exports Ltd,Landscaping,Tiruchirappalli,Naveen Chopra,79.91,81.19,84.01,73.13,84.14,1,15,1418,228.69,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2018-08-26,2025-09-13,No,76.014,Medium Risk
VEN01207,Premier Contractors Limited,Elevators & Lifts,Dehradun,Vijay Rao,57.96,63.94,61.09,54.53,57.94,9,13,95,12.24,None,Progress Payment,2021-09-21,2025-02-26,No,55.588499999999996,High Risk
VEN01208,Sun Constructions Private Limited,Port Development,Mangalore,Dinesh Singh,70.48,59.28,61.19,63.19,62.96,4,19,110,88.07,None,"Advance 20%, Balance 80%",2018-01-25,2025-10-22,No,60.53649999999999,High Risk
VEN01209,India Innovations 316 Private Limited,Chemical Engineering,Jamshedpur,Gaurav Sharma,99.25,91.56,97.55,94.13,97.46,2,6,1170,476.55,"ISO 9001, ISO 14001",Net 45 days,2020-09-29,2025-11-13,No,91.102,Low Risk
VEN01210,Excellence Industries Limited,Landscaping,Meerut,Amit Singh,84.72,79.49,89.58,85.54,89.29,1,9,450,307.23,"ISO 9001, OHSAS 18001",Net 45 days,2022-01-27,2025-09-23,No,80.96650000000001,Medium Risk
VEN01211,Faridabad Ventures Limited,Aerospace Engineering,Rajkot,Sandeep Sinha,73.11,55.65,74.43,68.16,55.78,4,26,86,80.69,None,Net 90 days,2008-09-02,2025-01-09,No,62.370999999999995,High Risk
VEN01212,Amritsar Fabricators Limited,Textile Machinery,Bhubaneswar,Rohan Malhotra,88.26,94.0,89.25,83.32,92.24,2,3,1752,338.9,OHSAS 18001,Letter of Credit,2023-11-17,2025-05-14,No,84.6525,Medium Risk
VEN01213,Metro Builders & Associates,Road Construction,Gorakhpur,Ravi Nair,61.0,58.63,68.04,59.16,66.65,10,18,189,84.04,None,Progress Payment,2017-12-31,2025-03-20,No,58.511500000000005,High Risk
VEN01214,Alpha Meerut Exports & Co,Civil Engineering,Kochi,Sanjay Pandey,47.84,45.01,38.55,44.71,46.58,18,13,24,10.83,None,Letter of Credit,2020-07-19,2025-09-21,No,41.773500000000006,High Risk
VEN01215,Sigma Projects Inc,Fire Safety,Amravati,Dinesh Malhotra,85.91,92.24,88.35,89.88,89.75,1,8,1884,488.93,"ISO 9001, ISO 14001",Net 30 days,2019-12-07,2025-11-22,No,84.5665,Medium Risk
VEN01216,Sun Ahmedabad Projects Pvt Ltd,Pipeline Installation,Asansol,Naveen Kapoor,85.21,73.62,80.81,77.97,88.17,4,25,501,305.22,ISO 9001,Net 60 days,2003-12-16,2025-09-27,No,76.7675,Medium Risk
VEN01217,Atlas Raipur Creations Pvt Ltd,Security Systems,Srinagar,Amit Patel,87.58,73.45,72.31,73.81,82.85,0,10,107,12.08,ISO 14001,Net 45 days,2022-06-11,2025-08-23,No,74.621,High Risk
VEN01218,Prime Platforms & Partners,Civil Engineering,Asansol,Ashok Pandey,76.07,74.6,71.99,76.23,66.2,3,26,45,20.05,None,Net 60 days,2010-02-14,2025-02-17,No,69.762,High Risk
VEN01219,Tiruchirappalli Projects Ltd,Fire Safety,Salem,Ashok Gupta,69.37,65.43,75.12,63.99,62.79,2,16,77,57.57,None,Net 60 days,2013-07-06,2025-06-12,No,63.813,High Risk
VEN01220,India Amritsar Innovations & Associates,Landscaping,Kolkata,Manoj Chopra,75.94,82.74,73.18,81.57,73.32,5,8,196,50.84,ISO 14001,"Advance 20%, Balance 80%",2024-06-01,2025-04-10,No,73.572,High Risk
VEN01221,Matrix Associates LLP,Civil Engineering,Aurangabad,Mohit Joshi,83.21,82.36,86.05,88.58,96.38,2,24,1661,441.27,OHSAS 18001,"Advance 20%, Balance 80%",2018-02-21,2025-05-05,No,82.255,Medium Risk
VEN01222,Beta Bhopal Group & Partners,Mining Equipment,Mysore,Kiran Kumar,71.54,67.74,75.13,71.69,63.46,1,30,178,63.79,None,Net 90 days,2022-08-18,2025-04-29,No,66.5095,High Risk
VEN01223,Star Engineering Pvt Ltd,Wind Energy,Erode,Ajay Tiwari,61.12,74.68,76.55,72.34,66.64,5,22,45,95.29,None,Letter of Credit,2004-07-31,2025-08-20,No,65.91250000000001,High Risk
VEN01224,Maheshtala Group Inc,Landscaping,Jamshedpur,Suresh Reddy,63.71,67.74,64.95,64.81,74.06,1,13,96,42.96,ISO 14001,Letter of Credit,2022-09-10,2025-02-28,No,63.23900000000001,High Risk
VEN01225,Indore Services & Co,Airport Construction,Visakhapatnam,Nikhil Nair,65.51,68.31,57.46,70.55,62.04,2,24,93,66.58,None,Letter of Credit,2017-03-26,2025-10-26,No,61.9745,High Risk
VEN01226,Gulbarga Contractors LLP,Building Materials,Moradabad,Rohan Malhotra,30.52,45.28,33.37,53.16,41.22,8,22,46,3.04,None,Progress Payment,2025-08-01,2025-05-14,No,38.1065,High Risk
VEN01227,Quantum Platforms & Partners,Marine Engineering,Rourkela,Deepak Shankar,65.65,68.07,51.37,50.12,48.92,8,5,48,12.67,None,"Advance 20%, Balance 80%",2021-10-08,2025-11-11,No,54.694,High Risk
VEN01228,Pinnacle Imports Limited,Construction & Infrastructure,Nagpur,Vijay Shankar,57.5,55.41,60.27,66.62,53.34,2,12,55,60.84,None,Net 90 days,2015-10-26,2025-04-03,No,55.7225,High Risk
VEN01229,Galaxy Asansol Manufacturers Limited,Gas Distribution,Ambattur,Manoj Nair,35.65,30.3,48.49,33.34,32.22,25,13,38,5.64,None,Net 45 days,2014-11-07,2025-02-27,No,32.497,High Risk
VEN01230,Atlas Raipur Networks Pvt Ltd,Waste Management,Ludhiana,Pankaj Agarwal,78.41,88.03,78.42,77.79,90.15,0,9,935,358.18,"ISO 9001, OHSAS 18001",Letter of Credit,2019-12-03,2025-09-25,No,78.05199999999999,Medium Risk
VEN01231,Gamma Group Private Limited,Waste Management,Aurangabad,Deepak Khanna,79.68,69.28,71.59,73.68,69.29,2,6,58,10.26,None,Net 45 days,2024-01-16,2025-06-06,No,69.54400000000001,High Risk
VEN01232,Excellence Holdings LLP,Petroleum Infrastructure,Jhansi,Anil Pandey,81.18,75.28,75.35,68.85,77.3,5,22,194,17.74,ISO 9001,Net 30 days,2020-06-06,2025-05-28,No,71.76849999999999,High Risk
